delay, y, x, counts
10,-0.900000,-0.200000,99803
10,-0.800000,-0.200000,97419
10,-0.700000,-0.200000,101949
10,-0.600000,-0.200000,103235
10,-0.500000,-0.200000,105114
10,-0.400000,-0.200000,105680
10,-0.300000,-0.200000,108351
10,-0.200000,-0.200000,108649
10,-0.100000,-0.200000,103859
10,0.000000,-0.200000,94634
10,0.100000,-0.200000,96426
10,0.200000,-0.200000,97066
10,0.300000,-0.200000,98929
10,0.400000,-0.200000,101237
10,0.500000,-0.200000,102213
10,0.600000,-0.200000,103649
10,0.700000,-0.200000,106492
10,0.800000,-0.200000,106349
10,0.900000,-0.200000,108523
10,-1.000000,-0.100000,110220
10,-0.900000,-0.100000,78254
10,-0.800000,-0.100000,97118
10,-0.700000,-0.100000,98080
10,-0.600000,-0.100000,97999
10,-0.500000,-0.100000,101339
10,-0.400000,-0.100000,103969
10,-0.300000,-0.100000,104290
10,-0.200000,-0.100000,99021
10,-0.100000,-0.100000,105880
10,0.000000,-0.100000,112662
10,0.100000,-0.100000,108898
10,0.200000,-0.100000,96205
10,0.300000,-0.100000,97888
10,0.400000,-0.100000,99393
10,0.500000,-0.100000,99544
10,0.600000,-0.100000,101703
10,0.700000,-0.100000,102428
10,0.800000,-0.100000,104656
10,0.900000,-0.100000,104798
10,-1.000000,0.000000,108169
10,-0.900000,0.000000,107552
10,-0.800000,0.000000,94602
10,-0.700000,0.000000,95288
10,-0.600000,0.000000,97812
10,-0.500000,0.000000,98915
10,-0.400000,0.000000,98534
10,-0.300000,0.000000,101769
10,-0.200000,0.000000,102449
10,-0.100000,0.000000,105228
10,0.000000,0.000000,104675
10,0.100000,0.000000,79863
10,0.200000,0.000000,107610
10,0.300000,0.000000,109915
10,0.400000,0.000000,95168
10,0.500000,0.000000,95842
10,0.600000,0.000000,98337
10,0.700000,0.000000,99474
10,0.800000,0.000000,101033
10,0.900000,0.000000,95436
10,-1.000000,0.100000,102054
10,-0.900000,0.100000,104675
10,-0.800000,0.100000,106973
10,-0.700000,0.100000,108026
10,-0.600000,0.100000,109317
10,-0.500000,0.100000,94964
10,-0.400000,0.100000,96679
10,-0.300000,0.100000,98439
10,-0.200000,0.100000,99561
10,-0.100000,0.100000,101239
10,0.000000,0.100000,102193
10,0.100000,0.100000,104405
10,0.200000,0.100000,104707
10,0.300000,0.100000,107382
10,0.400000,0.100000,108959
10,0.500000,0.100000,108654
10,0.600000,0.100000,77202
10,0.700000,0.100000,95832
10,0.800000,0.100000,97344
10,0.900000,0.100000,98986
10,-1.000000,0.200000,100804
10,-0.900000,0.200000,101791
10,-0.800000,0.200000,102108
10,-0.700000,0.200000,104323
10,-0.600000,0.200000,105687
10,-0.500000,0.200000,108546
10,-0.400000,0.200000,107359
10,-0.300000,0.200000,109659
10,-0.200000,0.200000,96145
10,-0.100000,0.200000,96016
10,0.000000,0.200000,98483
10,0.100000,0.200000,99837
10,0.200000,0.200000,101082
10,0.300000,0.200000,103926
10,0.400000,0.200000,104052
10,0.500000,0.200000,105272
10,0.600000,0.200000,104673
10,0.700000,0.200000,107993
10,0.800000,0.200000,103186
10,0.900000,0.200000,94655
10,-1.000000,0.300000,96114
10,-0.900000,0.300000,93256
10,-0.800000,0.300000,99055
10,-0.700000,0.300000,101304
10,-0.600000,0.300000,101130
10,-0.500000,0.300000,98198
10,-0.400000,0.300000,107097
10,-0.300000,0.300000,102251
10,-0.200000,0.300000,107910
10,-0.100000,0.300000,109443
10,0.000000,0.300000,89768
10,0.100000,0.300000,97263
10,0.200000,0.300000,98863
10,0.300000,0.300000,98963
10,0.400000,0.300000,105099
10,0.500000,0.300000,101545
10,0.600000,0.300000,103371
10,0.700000,0.300000,104047
10,0.800000,0.300000,106704
10,0.900000,0.300000,105615
10,-1.000000,0.400000,105134
10,-0.900000,0.400000,96046
10,-0.800000,0.400000,97513
10,-0.700000,0.400000,101393
10,-0.600000,0.400000,101095
10,-0.500000,0.400000,104159
10,-0.400000,0.400000,105045
10,-0.300000,0.400000,107995
10,-0.200000,0.400000,94584
10,-0.100000,0.400000,95496
10,0.000000,0.400000,97700
10,0.100000,0.400000,100178
10,0.200000,0.400000,101840
10,0.300000,0.400000,103931
10,0.400000,0.400000,104123
10,0.500000,0.400000,107395
10,0.600000,0.400000,104119
10,0.700000,0.400000,96250
10,0.800000,0.400000,97317
10,0.900000,0.400000,99467
10,-1.000000,0.500000,99744
10,-0.900000,0.500000,102785
10,-0.800000,0.500000,105450
10,-0.700000,0.500000,106205
10,-0.600000,0.500000,109812
10,-0.500000,0.500000,95519
10,-0.400000,0.500000,96899
10,-0.300000,0.500000,80738
10,-0.200000,0.500000,97727
10,-0.100000,0.500000,103464
10,0.000000,0.500000,103534
10,0.100000,0.500000,105399
10,0.200000,0.500000,106823
10,0.300000,0.500000,109968
10,0.400000,0.500000,95180
10,0.500000,0.500000,97002
10,0.600000,0.500000,96354
10,0.700000,0.500000,100415
10,0.800000,0.500000,101700
10,0.900000,0.500000,103670
10,-1.000000,0.600000,106986
10,-0.900000,0.600000,108823
10,-0.800000,0.600000,109869
10,-0.700000,0.600000,95528
10,-0.600000,0.600000,96460
10,-0.500000,0.600000,101132
10,-0.400000,0.600000,102345
10,-0.300000,0.600000,104031
10,-0.200000,0.600000,105825
10,-0.100000,0.600000,107563
10,0.000000,0.600000,108977
10,0.100000,0.600000,98106
10,0.200000,0.600000,70238
10,0.300000,0.600000,96368
10,0.400000,0.600000,103613
10,0.500000,0.600000,98957
10,0.600000,0.600000,96932
10,0.700000,0.600000,102023
10,0.800000,0.600000,104602
10,0.900000,0.600000,94666
10,-1.000000,0.700000,104938
10,-0.900000,0.700000,75947
10,-0.800000,0.700000,80214
10,-0.700000,0.700000,97502
10,-0.600000,0.700000,110256
10,-0.500000,0.700000,106453
10,-0.400000,0.700000,95309
10,-0.300000,0.700000,97789
10,-0.200000,0.700000,97807
10,-0.100000,0.700000,101690
10,0.000000,0.700000,103580
10,0.100000,0.700000,104247
10,0.200000,0.700000,105823
10,0.300000,0.700000,96285
10,0.400000,0.700000,112024
10,0.500000,0.700000,107255
10,0.600000,0.700000,109119
10,0.700000,0.700000,110087
10,0.800000,0.700000,102847
10,0.900000,0.700000,97554
10,-1.000000,0.800000,102703
10,-0.900000,0.800000,95689
10,-0.800000,0.800000,70357
10,-0.700000,0.800000,95386
10,-0.600000,0.800000,98890
10,-0.500000,0.800000,97422
10,-0.400000,0.800000,101038
10,-0.300000,0.800000,109567
10,-0.200000,0.800000,93905
10,-0.100000,0.800000,102453
10,0.000000,0.800000,105781
10,0.100000,0.800000,105622
10,0.200000,0.800000,107597
10,0.300000,0.800000,108451
10,0.400000,0.800000,107769
10,0.500000,0.800000,95969
10,0.600000,0.800000,104493
10,0.700000,0.800000,105294
10,0.800000,0.800000,96809
10,0.900000,0.800000,97086
10,-1.000000,0.900000,99381
10,-0.900000,0.900000,107003
10,-0.800000,0.900000,96146
10,-0.700000,0.900000,100275
10,-0.600000,0.900000,101507
10,-0.500000,0.900000,107542
10,-0.400000,0.900000,103977
10,-0.300000,0.900000,106183
10,-0.200000,0.900000,106020
10,-0.100000,0.900000,104986
10,0.000000,0.900000,93579
10,0.100000,0.900000,94831
10,0.200000,0.900000,107670
10,0.300000,0.900000,96390
10,0.400000,0.900000,98438
10,0.500000,0.900000,99306
10,0.600000,0.900000,101305
10,0.700000,0.900000,100332
10,0.800000,0.900000,107205
10,0.900000,0.900000,76088
20,-1.000000,-1.000000,107415
20,-0.900000,-1.000000,98103
20,-0.800000,-1.000000,105284
20,-0.700000,-1.000000,103873
20,-0.600000,-1.000000,109879
20,-0.500000,-1.000000,99584
20,-0.400000,-1.000000,108011
20,-0.300000,-1.000000,95476
20,-0.200000,-1.000000,94976
20,-0.100000,-1.000000,99688
20,0.000000,-1.000000,100385
20,0.100000,-1.000000,100726
20,0.200000,-1.000000,101525
20,0.300000,-1.000000,103042
20,0.400000,-1.000000,104437
20,0.500000,-1.000000,101647
20,0.600000,-1.000000,107762
20,0.700000,-1.000000,107361
20,0.800000,-1.000000,95210
20,0.900000,-1.000000,108473
20,-1.000000,-0.900000,95632
20,-0.900000,-0.900000,102138
20,-0.800000,-0.900000,101241
20,-0.700000,-0.900000,108099
20,-0.600000,-0.900000,100419
20,-0.500000,-0.900000,106837
20,-0.400000,-0.900000,99413
20,-0.300000,-0.900000,107027
20,-0.200000,-0.900000,98083
20,-0.100000,-0.900000,104728
20,0.000000,-0.900000,104728
20,0.100000,-0.900000,107925
20,0.200000,-0.900000,94553
20,0.300000,-0.900000,105175
20,0.400000,-0.900000,97000
20,0.500000,-0.900000,97332
20,0.600000,-0.900000,99491
20,0.700000,-0.900000,99594
20,0.800000,-0.900000,101394
20,0.900000,-0.900000,101836
20,-1.000000,-0.800000,103931
20,-0.900000,-0.800000,105030
20,-0.800000,-0.800000,104095
20,-0.700000,-0.800000,107249
20,-0.600000,-0.800000,109137
20,-0.500000,-0.800000,94202
20,-0.400000,-0.800000,96509
20,-0.300000,-0.800000,117270
20,-0.200000,-0.800000,97089
20,-0.100000,-0.800000,103798
20,0.000000,-0.800000,81784
20,0.100000,-0.800000,101103
20,0.200000,-0.800000,102119
20,0.300000,-0.800000,102110
20,0.400000,-0.800000,98361
20,0.500000,-0.800000,105191
20,0.600000,-0.800000,98873
20,0.700000,-0.800000,106970
20,0.800000,-0.800000,107922
20,0.900000,-0.800000,94586
20,-1.000000,-0.700000,97536
20,-0.900000,-0.700000,97831
20,-0.800000,-0.700000,89335
20,-0.700000,-0.700000,96728
20,-0.600000,-0.700000,102206
20,-0.500000,-0.700000,104732
20,-0.400000,-0.700000,105512
20,-0.300000,-0.700000,105366
20,-0.200000,-0.700000,106869
20,-0.100000,-0.700000,108477
